Name,1171_M_O_V-W4_CP04543,1166_M_O_V-W4_CP04543,1170_M_O_V-W4_CP04543,1167_M_O_V-W4_CP04543,1169_M_O_V-W4_CP04543,1172_M_O_V-W4_CP04543,1174_M_O_V-W4_CP04543,1168_M_O_V-W4_CP04543,1173_M_O_V-W4_CP04543,1165_MSV-W4_CP04543,1158_MSV-W4_CP04543,1157_MSV-W4_CP04543,1162_MSV-W4_CP04543,1164_MSV-W4_CP04543,1161_MSV-W4_CP04543,1156_MSV-W4_CP04543,1159_MSV-W4_CP04543,1163_MSV-W4_CP04543,1160_MSV-W4_B_CP04543,1176_M_ORX_E-W4_CP04543,1182_M_ORX_E-W4_CP04543,1177_M_ORX_E-W4_CP04543,1185_M_ORX_E-W4_CP04543,1178_M_ORX_E-W4_CP04543,1184_M_ORX_E-W4_CP04543,1179_M_ORX_E-W4_CP04543,1183_M_ORX_E-W4_CP04543,1180_M_ORX_E-W4_CP04543,1181_M_ORX_E-W4_CP04543
2.7.2.3:Phosphoglycerate kinase,0.009718719,0.005413469,0.00763951,0.00506125,0.00414222,0.00381997,0.005010661,0.00178799,0.00398468,0.00473681,0.00420901,0.006008779,0.00328794,0.004611221,0.00887621,0.00150563,0.00169915,0.005037751,0.016328095,0.00404004,0.005289961,0.00276436,0.004047051,0.00260914,0.00375941,0.004651851,0.00241399,0.00258916,0.00144159
2.7.2.4:Aspartate kinase,0.00225152,0.00232227,0.00164491,0.00186002,0.00267207,0.00157549,0.00238174,0,0.00307956,0.000998119,0.00139735,0.00352909,0,0.00190073,0.00194934,0.00202534,0.002888661,0.00131599,0,0.00184625,0.00180331,0.00219134,0.00178993,0.00174472,0.004585099,0.00179532,0.00221902,0.00180399,0.00224723
2.7.2.7:Butyrate kinase,0.00312362,0.003093719,0.00166664,0,0.00259047,0,0.00244332,0.00766602,0,0.00221633,0.00170654,0.00098758,0.00324118,0.006487281,0.00430483,0.00276649,0.004600341,0,0.006090798,0,0,0.000646766,0.00055259,0.000251263,0,0,0,0.000132831,0.00092044
2.7.2.8:Acetylglutamate kinase,0.000814855,0.000974903,0.00608749,0.00263754,0.00345292,0.0022655,0.005058701,0.0055358,0.00322142,0.00744922,0.000925948,0,0.00188861,0.00220856,0.00723915,0.0028737,0.004403541,0.00247996,0.007628168,0.00165248,0.00200213,0.00149986,0.00216491,0.00125572,0.00190158,0.00203252,0.00176535,0.00226263,0.00284576
2.7.3.9:Phosphoenolpyruvate--protein phosphotransferase,0.000832967,0.003082189,0.00232944,0.00267471,0.00352532,0.00221604,0.003818061,0,0.00171988,0,0.003831,0.00274525,0.00163378,0,0,0.00245476,0.002855601,0.00478761,0,0.00322641,0.00195782,0.0027421,0.00264084,0.00360837,0.00336508,0.003411271,0.00369159,0.00286078,0.00296488
2.7.4.1:Polyphosphate kinase,0.000994871,0,0,0.00184134,0.0012358,0.00137334,0.00239531,0,0.00154816,0.000703108,0,0.000964753,0.00186676,0.002064611,0.0020576,0.00326595,0,0.000797059,0,0.001405,0.00163668,0.0018991,0.00226276,0.00254876,0.00290544,0.0012139,0.00258734,0.00206375,0.00225263
2.7.4.22:UMP kinase,0.00384767,0.00334814,0.00572681,0.00309528,0.000681203,0.00307224,0.0017179,0.00185659,0.00238295,0.00364885,0.00361145,0.005501859,0.00236834,0.003479211,0.00298975,0.00269553,0.002525341,0.005967691,0,0.001823,0.0017233,0.00373328,0.00284024,0.00280016,0.00126589,0.003586521,0.00340364,0.00268795,0.00376859
2.7.4.25:(d)CMP kinase,0.00415016,0.00115953,0,0.00088815,0.00380806,0.00141309,0.00479888,0,0.00221179,0.0010884,0.00196174,0.00270966,0.00133907,0.003129551,0,0.00309237,0,0.00171533,0.003177109,0.0027521,0.00156669,0.00241059,0.00224539,0.00239823,0.00258587,0.00163205,0.00210131,0.0023718,0.00148617
2.7.4.3:Adenylate kinase,0.00335015,0.00356171,0.00230469,0.00401318,0.00205139,0.004597589,0.00388656,0.00406447,0.004107641,0.00498234,0.00100513,0.00277032,0.00570495,0.006765021,0.00407578,0.003058871,0.002267,0,0.005879588,0.00267786,0.00153815,0.003328179,0.00380389,0.00273876,0.00300495,0.00273095,0.003054,0.00305325,0.0033731
2.7.4.6:Nucleoside-diphosphate kinase,0.000608114,0,0,0.000551584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002111259,0,0,8.75E-05,0.000215037,0,0,0,0,0,0
2.7.4.9:dTMP kinase,0.00269162,0.00376306,0.0033816,0.00121716,0.00137697,0.0017563,0.00157528,0,0.000991444,0.000619481,0,0,0.00213054,0,0,0.000778024,0.002714441,0.000699282,0,0.00176153,0,0.00273384,0.00158147,0.00252836,0.00219029,0.00258448,0.00397843,0.00261909,0.0017989
2.7.6.1:Ribose-phosphate diphosphokinase,0.00348429,0.004582569,0.0120555,0.00455299,0.00442465,0.0070227,0.004939151,0.005957189,0.010655501,0.00898108,0.0104403,0.009921909,0.00603174,0.009958602,0.00938697,0.007748641,0.010716203,0.006019121,0.011827996,0.00410554,0.004994371,0.004294849,0.004021801,0.004706029,0.00345525,0.005169001,0.00388127,0.00451657,0.006360671
2.7.7.12:UDP-glucose--hexose-1-phosphate uridylyltransferase,0.00322832,0.00163794,0,0.00226356,0.000953338,0.00160383,0.00267505,0,0.00164011,0.00219642,0.00204265,0.00125945,0.00158874,0.00210413,0.00138681,0,0,0,0.003720079,0.00274189,0.00211837,0.00327212,0.00209997,0.00269812,0.00262614,0.002566351,0.00273593,0.00323053,0.00180066
2.7.7.18:Nicotinate-nucleotide adenylyltransferase,0.00135445,0.00271119,0.0052518,0.0027717,0.00170375,0.00384163,0.005227711,0.00303424,0.00131724,0.00305675,0.00378193,0.00223568,0.00326398,0,0.00300755,0.00101301,0.002279571,0.00279899,0,0.00246297,0.004186171,0.0027691,0.00279502,0.004213029,0.00378386,0.004127041,0.00394154,0.00437734,0.004597221
2.7.7.2:FAD synthase,0.000768919,0,0.00419937,0.0028586,0.00189358,0.00141433,0.000429086,0,0.00229335,0.000900478,0.000850827,0.00129599,0.000729029,0.00111843,0,0,0,0,0,0.00169588,0.00126042,0.00110908,0.00147968,0.00121117,0.00202845,0.000589394,0.000993268,0.00154058,0.00168018
2.7.7.23:UDP-N-acetylglucosamine diphosphorylase,0.00121931,0.00176005,0.00297755,0.00257478,0.00235091,0.00438938,0.00173834,0,0.00184114,0.00112844,0.00182847,0.00124118,0.00130929,0,0,0.00238984,0,0.000604024,0,0.00419673,0.00500107,0.00358761,0.00349804,0.00340932,0.00492877,0.00279888,0.00391637,0.00411077,0.00308757
2.7.7.24:Glucose-1-phosphate thymidylyltransferase,0.00334462,0.005767969,0.0036509,0.00324984,0.00312687,0.00222093,0.003443581,0.00348374,0.004362621,0.00342446,0.010711401,0.005531409,0.008074,0.005399351,0.00780074,0.00558601,0.009908443,0.007307441,0.005352978,0.00314588,0.004879451,0.004379759,0.004247981,0.0036247,0.00307231,0.004830221,0.00232733,0.00207457,0.00539801
2.7.7.27:Glucose-1-phosphate adenylyltransferase,0.00214316,0.005749879,0.00160578,0.00274594,0.00571612,0.00197041,0.004459111,0.006005039,0.00169889,0.002477,0.00281384,0.004827149,0.00283661,0.010027002,0.014401901,0.012431202,0.00170169,0.00406463,0.006114138,0.000919566,0.00223232,0.00126034,0.0020718,0.00138121,0.00234251,0.003605111,0.0016997,0.00210353,0.00221607
2.7.7.3:Pantetheine-phosphate adenylyltransferase,0.000692381,0.000580298,0.0062308,0.00383623,0.00323453,0.00365441,0.00202145,0.00740097,0.005573111,0.00303218,0.00444132,0.00358377,0.00232092,0.003973301,0,0.00146806,0.003199581,0.00344672,0,0.00257205,0.004543681,0.00184663,0.00362643,0.003184139,0.0022039,0.00267389,0.00359537,0.00307412,0.00367233
2.7.7.40:D-ribitol-5-phosphate cytidylyltransferase,0.000680975,0.000879906,0,0,0.000408599,0.000597123,0,0,0,0,0,0,0.00122574,0,0,0.00143966,0,0,0,0,0.000691996,0,0.000385614,0,0,0,0,0,0
2.7.7.41:Phosphatidate cytidylyltransferase,0.00135764,0.00332869,0.00449187,0.00268043,0.00185183,0.00327413,0.0020136,0.00184516,0.00169955,0.00157008,0.00288784,0.004187779,0.00304349,0.002911401,0.000951851,0,0,0.00298546,0.003378559,0.00102576,0.00140807,0.00106692,0.00104217,0.0021743,0.00171736,0.00100927,0.00176584,0.00158039,0.000650233
2.7.7.49:RNA-directed DNA polymerase,0.0036338,0.00116458,0.000840831,0.00318713,0.0007379,0.00360287,0.00128065,0.007540819,0.012412501,0.00149069,0.00275024,0.008731989,0.00329678,0.0031694,0.00249655,0.00290426,0.00191107,0.00448963,0.001652109,0.0013086,0.004909011,0.00168898,0.0012292,0.00191488,0,0,8.04E-05,0.000101324,0
2.7.7.6:DNA-directed RNA polymerase,0.013845799,0.017562799,0.00198522,0.013794401,0.019627901,0.0163328,0.021026202,0.019881697,0.012076002,0.024676098,0.020321801,0.014829798,0.020787301,0.024219805,0.0179928,0.020422803,0.015151603,0.019241402,0.021820294,0.021622198,0.021583904,0.011533999,0.013341601,0.013117399,0.011212199,0.015554203,0.0129248,0.010629,0.011141
2.7.7.60:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.00244698,0,0,0.00238373,0.00195724,0.000652602,0.00131006,0,0.00223609,0,0.00124873,0,0,0,0,0.000900987,0,0.00104046,0.005093828,0.000454129,0,0.00159275,0.00106026,0.00183377,0.00111714,0.000442049,0.00177378,0.00108402,0.00183051
2.7.7.7:DNA-directed DNA polymerase,0.015184099,0.009354709,0.012129201,0.0119379,0.0141595,0.0156834,0.013056702,0.013177799,0.017309902,0.0117342,0.00545959,0.014842998,0.0159541,0.014292803,0.0115724,0.003891581,0.00157313,0.007259371,0.013800896,0.0123529,0.012590202,0.016507799,0.013786902,0.015072399,0.017789898,0.014808303,0.015342,0.0151028,0.012167201
2.7.7.72:CCA tRNA nucleotidyltransferase,0.00200468,0.00142835,0.00588772,0.00284062,0.00184993,0.00273882,0.00089465,0,0.00248832,0.00200963,0.00167931,0.003163639,0.000951752,0,0,0,0,0.00083963,0,0.00119342,0.0024144,0.00332959,0.00265006,0.00256196,0.00265736,0.00151443,0.00255777,0.00317076,0.00181215
2.7.7.8:Polyribonucleotide nucleotidyltransferase,0.00245017,0.00377453,0.00474811,0.00364673,0.00312306,0.00255733,0.005631641,0.010171699,0.00306905,0.0026833,0,0.00257685,0.00649431,0.005073861,0.00486818,0.003934171,0,0.000674905,0.004560838,0.00339733,0.00153428,0.00230166,0.0029139,0.00245405,0.00198745,0.00239491,0.00199844,0.0016256,0.00258337
2.7.7.81:Pseudaminic acid cytidylyltransferase,0.000683731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000714349,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7.7.85:Diadenylate cyclase,0.004127089,0.00220202,0.00348524,0.00307195,0.00359483,0.00407537,0.006812331,0.007593099,0.00360087,0.00369297,0.00233413,0.003785979,0.00421666,0.00211373,0.00600744,0.00322064,0.013002204,0.006405501,0.002320139,0.00266677,0.00190016,0.00218669,0.00124226,0.00227797,0.00211629,0.003378731,0.00312653,0.00344452,0.0025133
2.7.8.13:Phospho-N-acetylmuramoyl-pentapeptide-transferase,0.00225447,0.00334995,0.00471802,0.00402053,0.00299603,0.00353438,0.004256011,0.00198639,0.00229209,0.00302039,0.00184637,0,0.0047758,0,0.00221855,0.00123446,0.00187337,0.00303065,0.003300699,0.004258629,0.00234594,0.00387582,0.00398548,0.00371884,0.004223359,0.004240021,0.00344688,0.0037867,0.00328225
2.7.8.26:Adenosylcobinamide-GDP ribazoletransferase,0.0020633,0.00061253,0,0.000514764,0,0.000487876,0.000900911,0,0,0.00275769,0,0.00136873,0,0.00212928,0,0.00133546,0.00235716,0,0,0,0,0.000422238,0.000556864,0,0,0,0,0.000157698,0
2.7.8.5:CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase,0.000653404,0.00133814,0,0.00179808,0.000696725,0.00207018,0.00164134,0,0.000934395,0.00125423,0.00148944,0.000840876,0.00258136,0.000663965,0.00155199,0,0,0,0,0.00084016,0.00219123,0.00163345,0.00081214,0.00152789,0.0015088,0.00212502,0.0019812,0.00101831,0.00148821
2.7.8.7:Holo-[acyl-carrier-protein] synthase,0.00223359,0,0.00334556,0.00111531,0.00147091,0.00199522,0.000611259,0,0,0.00156048,0.00238986,0,0.0015913,0,0,0,0.00216117,0.003978871,0,0.00110735,0.000719304,0.00142377,0.00122319,0.00210146,0.000577632,0.00231289,0.00131738,0.00151747,0.00197303
"2.7.9.1:Pyruvate, phosphate dikinase",0.0013363,0.00410836,0.00163794,0.00183894,0.00352289,0.00235329,0.003997071,0.00193515,0.00373964,0.00657489,0.00358978,0.004724089,0.00618022,0.006219731,0.00611859,0.005364941,0.002898661,0.003968751,0.009510907,0.0035435,0.00402866,0.00139922,0.00203467,0.00186488,0.0011659,0.00154263,0.00104459,0.00119968,0.00201087
2.8.1.10:Thiazole synthase,0.00189425,0,0,0.000148364,0,0.00158377,0.000402343,0.00166059,0.000343189,0,0,0,0,0.00142806,0,0,0.00189489,0.000473853,0,0.000476913,0.00126773,0.000236615,0.00212619,0.000636843,0,0.000422949,0.000342938,0,0
2.8.1.13:tRNA-uridine 2-sulfurtransferase,0.00122575,0.00111659,0,0.00195138,0.00102848,0.00327605,0.00170314,0,0.00507815,0,0.00325368,0.00314283,0.00177234,0,0,0.000943566,0.005811851,0.004283141,0,0.00245905,0.004292251,0.00164875,0.00200698,0.00209366,0.00250472,0.003713511,0.00216381,0.00276081,0.00190307
2.8.1.4:tRNA uracil 4-sulfurtransferase,0.00152212,0.00214116,0.00478745,0.00220266,0.00201348,0.0033817,0.00333117,0.00212233,0.00218001,0.00208096,0.00117594,0,0.000657923,0.00128095,0,0,0,0.00106012,0,0.00276829,0.0032006,0.00194433,0.00287947,0.00235602,0.0026769,0.00276547,0.00247619,0.00182732,0.00330205
2.8.1.7:Cysteine desulfurase,0.00272266,0.00387185,0,0.00255073,0.00238598,0.00388237,0.00144169,0,0.00340096,0.0012078,0.00110657,0.00197612,0.0007321,0,0.00330873,0.0011317,0.002306241,0.00216478,0,0.00244305,0.00473504,0.00405101,0.00159264,0.00312702,0.004986749,0.003363521,0.00425398,0.00346286,0.00226265
2.8.1.8:Lipoyl synthase,0.000553163,0.000848242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118079,0,0,0,0,0,0,0
2.8.3.16:Formyl-CoA transferase,0.00213635,0,0,0.000692135,0.000648759,0.00067479,0,0,0,0,0.00148898,0.00196104,0,0,0,0,0.00158349,0.00147624,0,0.00186352,0.00254103,0.00171536,0.00099095,0.00272058,0.000883731,0.00203581,0.00172884,0.00189947,0
2.8.4.3:tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,0.000738832,0.00160546,0,0.00197047,0.00105341,0.00194132,0.00242422,0,0.00198591,0.00175618,0,0.000912162,0.00222471,0,0,0,0,0,0,0.00162394,0.00182722,0.00219266,0.00218811,0.00207301,0.00222158,0.00155426,0.00154187,0.00195064,0.002984
2.8.4.4:[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase,0.00158096,0.000866745,0.00681041,0.00184731,0.00074181,0.00174678,0,0,0.002758601,0,0,0,0.00167004,0,0,0.00111721,0,0,0,0.00125971,0.000746519,0.000987741,0.00184806,0.00104888,0.00155687,0.000394503,0.000992432,0.00123365,0.00176113
3.1.1.11:Pectinesterase,0.000986591,0.00101523,0,0.0010659,0,0,0,0,0,0,0,0,0.000586001,0,0.00135104,0,0,0,0,0.000357884,0,0,0.000507984,0,0,0,0,0,0
3.1.1.29:Aminoacyl-tRNA hydrolase,0.00302405,0.000904785,0,0.00245212,0.00454581,0.00175769,0.00203605,0.00226913,0.004072571,0.00357361,0.00267088,0.00224585,0.00182476,0.000950031,0.00240646,0.0015391,0.00198364,0.00480738,0,0.00214657,0.00135662,0.00299758,0.0013764,0.00239634,0.00245363,0.00189,0.0035361,0.00238387,0.00303657
3.1.1.61:Protein-glutamate methylesterase,0.00182146,0.000595784,0.00209577,0,0.00092865,0,0.000726085,0.00477537,0.000739947,0,0,0.000959037,0.00141736,0.006497821,0,0.000957607,0.00174145,0,0.002318349,0,0,0.000158675,0.000252979,0.000103327,0,0.00176177,0,5.70E-05,0
3.1.1.96:D-aminoacyl-tRNA deacylase,0.00322947,0.000882544,0.00173486,0.00314534,0.00184704,0.0036146,0.00193371,0,0.005644431,0.00165444,0,0.00167855,0.00174107,0.000816088,0.00124759,0.000790555,0,0.00240849,0.001969569,0.0022831,0.004544631,0.00316992,0.00217667,0.00200768,0.00487464,0.000929598,0.00340246,0.00294344,0.00236155
3.1.11.2:Exodeoxyribonuclease III,0.00138632,0.000504261,0,0.00149163,0,0.000439836,0.00129426,0.00115958,0,0,0.00117592,0.00117451,0.000876817,0,0,0.00227857,0.00193267,0.00126629,0,0.0010313,0.00118942,0.000586922,0.000219991,0.000539429,0,0.00063081,0.00150133,0.000867289,0.000801971
3.1.11.6:Exodeoxyribonuclease VII,0.00540322,0.00356437,0.00197737,0.00515379,0.0105339,0.005784289,0.00259444,0.0020575,0.003169531,0.007447809,0.00135771,0.0047412,0.00593384,0.003681811,0.00156923,0.005214761,0.004051431,0.00187412,0,0.00518844,0.00572157,0.005384079,0.004678111,0.004562799,0.006497109,0.005372051,0.00472025,0.00482959,0.0059995
3.1.13.1:Exoribonuclease II,0.0021238,0.00235099,0,0.0018242,0.000858438,0.00271453,0.00322769,0,0.00185704,0.000785476,0.00291736,0.00156017,0.00100786,0.00100155,0,0,0,0.00100035,0,0.00265326,0.00235066,0.00167759,0.00206908,0.00218465,0.00342419,0.00251289,0.00230587,0.00250987,0.00163279
3.1.21.2:Deoxyribonuclease IV,0.0011185,0,0,0.00169718,0.0021844,0.00141131,0.00192066,0,0.00154421,0.000848003,0,0.00155856,0.00121722,0.002892611,0.00149897,0,0,0.000696684,0,0.000309175,0.00162548,0.00117147,0.00105294,0.000933739,0.0018334,0.000882884,0.000759515,0.000928958,0.00147523
3.1.21.3:Type I site-specific deoxyribonuclease,0.00130279,0.004132519,0,0.00240944,0.00277273,0.00274807,0.000977315,0,0.00245952,0.000800332,0,0.0018077,0.00164595,0.000721758,0.00154524,0,0,0.000926173,0,0.00148363,0.00271723,0.000964657,0.00178254,0.00127889,0.00164154,0.000990764,0.001058,0.00124277,0.00188146
3.1.21.4:Type II site-specific deoxyribonuclease,0.00112679,0,0,0.000512866,0.000715489,0,0.000661792,0,0,0,0.00118555,0,0,0,0,0,0,0,0,0.0014443,0.00135012,0,0.000278901,0,0,0,0,0,0
3.1.22.4:Crossover junction endodeoxyribonuclease,0.00344305,0.00252281,0,0.00175382,0.00479595,0.0031549,0.00373055,0.00527988,0.0028191,0.00281491,0,0.003974889,0.00213639,0.000967803,0.00568084,0.00227383,0.004806251,0.00156708,0.003896829,0.0028738,0.003145081,0.0020969,0.00269357,0.00203595,0.00362389,0.002924181,0.00228664,0.00300672,0.00292076
3.1.26.11:Ribonuclease Z,0.00195413,0.00123347,0.0059715,0.000931973,0.00213677,0.00103791,0.00236115,0.004772319,0.000754505,0.00219459,0.00192045,0.0014752,0.00217013,0.003458131,0,0.00466967,0,0.0017867,0.003608959,0.00153082,0.00163348,0.00112819,0.000932016,0.00130461,0,0.002059571,0.00149942,0.00162592,0.000443192
3.1.26.3:Ribonuclease III,0.00146627,0.00423939,0,0.00348607,0,0.00198223,0.00166686,0.00136476,0.00116418,0.00302575,0.00141918,0,0.00235358,0.00199759,0,0.0027483,0.003142711,0.006011091,0,0.00223655,0.000725363,0.00134599,0.00313115,0.0017121,0.00232889,0.00226626,0.00204708,0.00233807,0.00160683
3.1.26.4:Ribonuclease H,0.004486009,0.000973754,0,0.00382652,0.00459565,0.00389281,0.004058101,0,0.008431192,0.00453486,0.00152863,0.003150949,0.004461,0.004119151,0.00487538,0.003611241,0.009078363,0.000808428,0,0.00390039,0.007080581,0.00436185,0.006350161,0.004217099,0.005209249,0.005348461,0.00485898,0.00512613,0.00538464
3.1.26.5:Ribonuclease P,0.00195623,0.00119218,0,0.00406692,0.00437075,0.00257861,0.000845403,0.00585309,0.00436492,0.00217866,0,0.003806069,0.00297591,0.003337531,0.00246706,0.0034061,0.00157638,0.00174994,0,0.006216049,0.004735121,0.00406639,0.0044638,0.00365403,0.004665509,0.003971111,0.00407199,0.00472351,0.00366186
3.1.26.8:Ribonuclease M5,0.000786949,0.00068398,0,0.00181441,0.00195628,0.00179511,0.0021549,0,0.000841131,0,0.00172366,0.00156522,0.00161264,0.000607644,0,0,0,0.00186245,0,0.00167833,0.00146806,0.00151812,0.00235128,0.00226537,0.00191393,0.000943145,0.00179431,0.00206882,0.00203667
3.1.3.11:Fructose-bisphosphatase,0.00188591,0.000914273,0,0,0.00276618,0,0.00196106,0,0,0,0.000978539,0.00121767,0,0.003016191,0.00231178,0,0,0,0,0.000345515,0.000538764,0.00039544,0.000755201,0,0,0,0,0,0
3.1.3.15:Histidinol-phosphatase,0.000580437,0.0013228,0,0,0,0.000756608,0,0,0,0.000540644,0.000898604,0,0,0,0,0.000812259,0,0,0,0,0,0,0.000379841,0.000195494,0,0,0,0,0
3.1.3.2:Acid phosphatase,0.00118197,0.00134793,0,0.00119078,0.00157895,0.000783584,0,0,0,0.00167079,0.00156767,0,0.000938323,0,0,0,0,0.00110202,0,0.00121203,0,0,0.00073745,0,0,0.000560825,0.000313175,0,0
3.1.3.48:Protein-tyrosine-phosphatase,0.00324494,0.00285119,0.00618173,0.0030202,0.00108475,0.000640564,0.000900916,0,0.00262528,0.00126694,0.00270783,0.000686538,0.0013086,0,0,0.000765262,0.00162736,0.00148917,0,0.00259221,0.000552616,0.00203447,0.00134149,0.00318756,0.00254593,0.00255091,0.00378481,0.00295967,0.00402528
3.1.3.5:5'-nucleotidase,0.000555578,0,0,0.000301888,0,0.000649979,0.00115602,0,0,0,0.000697685,0,0,0,0,0,0,0,0,0.000422334,0.000529525,0.000447245,0.000747372,0.00042321,0.000505187,0.000920537,0.000624095,0.000291931,0
3.1.4.46:Glycerophosphodiester phosphodiesterase,0.00135776,0,0,0.000314449,0,0.000393673,0,0,0,0,0.00169835,0,0,0,0,0,0,0,0,0.000384756,0.00128669,0.000198709,0.000624393,0.000998865,0,0.000317223,0.000314726,0.000422125,0.000614098
3.2.1.1:Alpha-amylase,0.000639197,0,0.00139284,0.00102589,0.000950298,0.0014054,0.00114573,0,0.00171605,0,0,0,0.000758348,0,0,0,0,0,0,0.00150783,0,0.00239134,0.00122874,0.0019416,0.00179499,0.00165291,0.0014701,0.0018568,0.00210685
3.2.1.17:Lysozyme,0.00275321,0.00252238,0.00257348,0.00304399,0.00370739,0.00399808,0.00269785,0.00300466,0.00266671,0,0.00467051,0.000774639,0.00330443,0.00198727,0,0,0,0.002689861,0.002018249,0.00362837,0.00340504,0.0028431,0.00263833,0.00310448,0.003031889,0.003770401,0.00202661,0.00224277,0.00286195
3.2.1.179:Gellan tetrasaccharide unsaturated glucuronosyl hydrolase,0.000789214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2.1.22:Alpha-galactosidase,0.00183381,0.00272056,0.00285595,0.00633325,0.00380854,0.00367865,0.00279951,0,0.006056911,0.00320691,0,0.00108116,0.00753363,0.000908362,0.00561104,0.011772801,0.003474151,0.00344804,0,0.00279961,0.003817591,0.005788729,0.005193911,0.005736379,0.005850629,0.005114261,0.00503181,0.00566991,0.00694603
3.2.1.23:Beta-galactosidase,0.00231363,0.00337672,0.00158782,0.00300341,0.00268333,0.00416336,0.00170671,0.00128666,0.00087496,0,0.00190311,0.00185012,0.00112678,0.00075011,0.00122575,0.00151794,0.006040061,0.00496926,0,0.00443221,0.004784441,0.003665679,0.00167458,0.003944959,0.00115789,0.003074991,0.00432405,0.00420638,0.0015922
3.2.1.26:Beta-fructofuranosidase,0.00185091,0.00190374,0.0031124,0.00083909,0.000840175,0.00204299,0,0,0,0,0,0.00373334,0.000758668,0.000786624,0.00174943,0.00278816,0,0,0,0.00155802,0.00164398,0.00132655,0.00121706,0.000981983,0.000689093,0.00149079,0.00162746,0.00145472,0.00138599
3.2.1.4:Cellulase,0.000663719,0,0,0.00222972,0.00107258,0.00149621,0.002972,0,0.004255881,0.00144513,0,0,0.00143405,0,0,0,0,0,0,0.00138033,0.00191257,0.00140831,0.00131895,0.00203347,0.00249334,0.00168417,0.00177766,0.00211399,0.00183281
3.2.1.52:Beta-N-acetylhexosaminidase,0.00118798,0,0.00426573,0.00116702,0.00183736,0.00123355,0.00154191,0,0.00238025,0.000724251,0,0,0.0015397,0,0,0,0,0,0,0.000943201,0.00248735,0.00215184,0.0018911,0.0018751,0.00235437,0.00212384,0.00211919,0.00196501,0.00234603
"3.2.1.8:Endo-1,4-beta-xylanase",0.000812669,0.00186217,0,0.000866486,0,0.00097787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000673904,0.000818749,0.00100441,0.00109096,0.00031901,0.000431948,0.00102713,0.000536849,0.000758021,0.000494304
3.2.1.85:6-phospho-beta-galactosidase,0.00102072,0.00131046,0.0031069,0.00121281,0.00169635,0.00170457,0,0,0.00137087,0,0,0,0,0,0,0,0,0,0,0.0009903,0.00244715,0.0014058,0.00165568,0.00154383,0.00218766,0.00126885,0.00164838,0.00164528,0.00150161
3.2.1.86:6-phospho-beta-glucosidase,0.00238599,0.00227662,0.00257239,0.00309973,0.00189753,0.00354874,0.0030212,0,0.00384624,0,0.00405094,0,0.00184543,0,0,0,0,0.0020048,0,0.00270015,0.0022386,0.00211173,0.00252919,0.00267996,0.00385933,0.00194042,0.00307653,0.00369812,0.00396046
"3.2.1.89:Arabinogalactan endo-beta-1,4-galactanase",0.000585782,0,0,0.000738184,0,0.0013595,0.00157933,0,0,0.00204076,0,0.00155451,0,0,0.000992407,0.00253868,0.002066321,0.00234304,0,0.00193389,0.000718379,0,0,0,0,0.00124323,0.000140126,0.000341658,0
3.2.2.1:Purine nucleosidase,0.000803135,0,0,0.00185443,0.000452764,0.000804727,0.000560377,0,0.000717787,0,0.00365097,0,0,0,0,0,0,0,0,0.00294941,0.00145363,0.0006959,0.000932478,0.00174886,0.00104123,0.00196657,0.00146763,0.00159313,0.000622895
3.2.2.15:DNA-deoxyinosine glycosylase,0.000768656,0.000521394,0,0,0,0,0,0,0,0,0,0,0,0.00263374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2.2.23:DNA-formamidopyrimidine glycosylase,0.00143461,0.00150829,0.00337662,0.00165471,0.00137362,0.00190979,0.00107092,0,0.000788351,0.00176402,0.000978951,0,0,0.00121694,0.0012586,0,0.00212924,0.00176271,0,0.00109694,0.000743567,0.00150406,0.00218338,0.00234077,0.00269345,0.00195754,0.00249144,0.00206374,0.00242018
3.2.2.24:ADP-ribosyl-[dinitrogen reductase] hydrolase,0.000239886,0.000919945,0,0.000480813,0,0,0,0.00166117,0,0,0,0.00179314,0,0,0,0,0,0,0.001883179,0.000614543,0,0.000373047,0.00059306,0,0,0.000336229,0,0,0
3.2.2.27:Uracil-DNA glycosylase,0.00363486,0.00268466,0.00218254,0.00267692,0.00102193,0.00127766,0.00290279,0.00194163,0.00177313,0.000582566,0.00302644,0.00217685,0.00152427,0.003033031,0.00476085,0.00332718,0,0.00112558,0.002370589,0.00140625,0.00169514,0.00325848,0.004271211,0.00210661,0.00169487,0.00135096,0.00192729,0.00215426,0.00159353
