Name,1182_M-BL_CP04543-B,1156_M-BL_CP04543-B,1178_M-BL_CP04543-B,1164_M-BL_CP04543-B,1160_M-BL_CP04543-B,1184_M-BL_CP04543-B,1180_M-BL_CP04543-B,1174_M-BL_CP04543-B,1168_M-BL_CP04543-B,1136_F-BL_CP04543-B,1150_F-BL_CP04543-B,1138_F-BL_CP04543-B,1140_F-BL_CP04543-B,1152_F-BL_CP04543-B,1148_F-BL_CP04543-B,1170_M-BL_CP04543-B,1142_F-BL_CP04543-B,1154_F-BL_CP04543-B,1146_F-BL_CP04543-B,1144_F-BL_CP04543-B
2.1.2.11:3-methyl-2-oxobutanoate hydroxymethyltransferase,0.00181758,0.00159707,0.00111584,0.00184322,0.00058729,0.00124578,0.000593391,0.000145522,0.00148845,0.000709033,0.000727356,0.000271796,0.000887317,0.000751697,0.000620558,0.00104771,0.000794844,0.000961491,0.000743357,0.00112729
2.1.2.2:Phosphoribosylglycinamide formyltransferase,0.00114257,0.00120455,0.00259334,0.00162221,0.00169873,0.000927132,0.000452716,0.00175875,0.000991904,0.00188649,0.000907161,0.000587999,0.000855622,0.00236076,0.00216523,0.000901224,0.00116647,0,0.00223809,0.00142824
2.1.2.3:Phosphoribosylaminoimidazolecarboxamide formyltransferase,0.0011672,0.00134682,0.000936182,0.000534034,0.000720199,0.000420948,0.000868906,0.00217697,0.0005074,0.00170348,0.000385902,0.000520531,0.00164175,0.00216782,0.00263562,0.00110487,0.00164844,0.00135469,0.00268455,0.00127981
2.1.2.9:Methionyl-tRNA formyltransferase,0.00250767,0.00212028,0.00199501,0.00295899,0.00172133,0.00214336,0.00193297,0.00290678,0.0019962,0.00200126,0.00125497,0.00225473,0.00244378,0.00245809,0.00194779,0.00228124,0.004208411,0.00124249,0.00135567,0.00244881
2.1.3.1:Methylmalonyl-CoA carboxytransferase,0.000267136,0.000400574,0.00119312,0.000573541,0.000480617,0.000590679,0.000716505,0.00022093,0,0.000590867,0,0.000361053,0.000348675,0.000584261,0,0.000916338,0,0.000511792,0,0.000342378
2.1.3.15:Acetyl-CoA carboxytransferase,0.000993135,0.000732141,0,0.000630212,0.00133027,0,0.00109215,0.00137666,0.00042321,0.00114778,0.000837226,0.00208835,0.00104147,0.00167985,0,0.000947546,0.00104015,0.000851024,0.00108529,0.000256987
2.1.3.2:Aspartate carbamoyltransferase,0.00280725,0.00317723,0.00546603,0.0045057,0.004598089,0.00286705,0.00215153,0.00345703,0.00315942,0.00139284,0.00274471,0.0029143,0.00309017,0.003005649,0.0016022,0.00303773,0.00342449,0.00278629,0.0031348,0.002523649
2.1.3.3:Ornithine carbamoyltransferase,0.00129493,0.00269194,0.00139664,0,0.0023404,0.00163028,0.002913561,0.000387195,0.000871699,0.00212136,0.00222204,0.00321451,0.000590283,0.00104689,0.00410813,0.0013857,0.00106685,0.000957561,0.00361223,0.00102855
2.1.3.9:N-acetylornithine carbamoyltransferase,0.000296857,0.000346098,0,0.000733257,0,0,0,0,0,0,0,0,0.000350826,0,0,0.000241503,0,0.000241013,0,0
2.2.1.1:Transketolase,0.000213439,0.000113898,0,0,0,0.000381657,0,0,0,0,0,0,0,0,0,0,0,0,0.00023579,0
2.2.1.6:Acetolactate synthase,0.00284506,0.00510477,0.00214397,0.00201895,0.00670508,0.003442429,0.006242971,0.00206643,0.00458928,0.008662879,0.00637399,0.0106937,0.00249444,0.006618619,0.012360301,0.005129749,0.0033155,0.00331399,0.010488098,0.002584229
2.2.1.7:1-deoxy-D-xylulose-5-phosphate synthase,0.00452184,0.00368057,0.00253477,0.00443719,0.00579273,0.00373027,0.002426001,0.00305588,0.00362946,0.003555679,0.00272477,0.00448667,0.003990361,0.004117839,0.00091824,0.005521959,0.00401705,0.00378048,0.004042239,0.003658489
2.2.1.9:synthase,0.000962933,0.00116784,0.000800045,0.00123768,0.00112491,0.00155327,0.000733783,0.000905231,0.000686244,0.001203,0.000378018,0.000476021,0.00103482,0.00138158,0,0.00185552,0.000762934,0.000924491,0.000508058,0.001061
2.3.1.129:Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,0.00214063,0.00164531,0.00442769,0.00371971,0.00137583,0.005117319,0.00225671,0.00169971,0.00196299,0.00158487,0.000256767,0.000481981,0.00143901,0.00181944,0.00263405,0.0011982,0.00253622,0.00094658,0.000559329,0.00173015
2.3.1.157:Glucosamine-1-phosphate N-acetyltransferase,0.000811306,0.000474835,0.00157744,0.000690763,0.000343209,0,0,0.00164078,0.000384449,0,0.00147729,0,0.00110215,0,0,0.00140547,0.00164839,0.000396993,0,0.000545996
2.3.1.16:Acetyl-CoA C-acyltransferase,0.000254013,0,0,0,0,0,0,0,0,0,0.000288762,0,0,0,0,0,0.000612394,0,0,0
2.3.1.179:Beta-ketoacyl-[acyl-carrier-protein] synthase II,0.00352227,0.00528142,0.00542149,0.005164349,0.00405147,0.005167779,0.003414531,0.00200605,0.00349373,0.00480519,0.00239905,0.00204163,0.00460816,0.004452699,0.0013065,0.00453335,0.00238631,0.00261951,0.002912899,0.004271139
2.3.1.180:Beta-ketoacyl-[acyl-carrier-protein] synthase III,0.0021141,0.00370035,0.00109472,0.00295558,0.00326085,0.00364223,0.00224925,0.00167555,0.00224706,0.0041294,0.00188763,0.00232284,0.00246857,0.00126487,0.00290469,0.00265325,0.003531861,0.00379169,0.00329811,0.003017949
2.3.1.222:Phosphate propanoyltransferase,0.000186173,0.000141343,0,0,0.00043561,0,0.000741464,0,0,0.000983325,0.00131636,0.00168344,0,0.000551663,0,0,0,0.000343857,0.000957426,0
2.3.1.234:N(6)-L-threonylcarbamoyladenine synthase,0.00272604,0.00402438,0.00496094,0.003925889,0.00379664,0.00406657,0.00265841,0.003786739,0.0039534,0.00233028,0.00333792,0.0026225,0.003987581,0.003526559,0.00304702,0.00470065,0.00417692,0.00458207,0.00409741,0.005363159
2.3.1.274:Phosphate acyltransferase,0.000642178,0.000179508,0,0,0,0.000343816,0,0,0,0,0.000619159,0,0,0,0,0.000253224,0.00182764,0.000593746,0,0
2.3.1.275:Acyl phosphate:glycerol-3-phosphate acyltransferase,0.000848702,0.000296568,0,0,0,0.000824251,0,0.000195466,0.000957586,0.000623884,0.00230479,0.000478262,0.00178253,0,0,0.00158213,0.00159485,0.00155025,0.000422347,0.00081569
2.3.1.29:Glycine C-acetyltransferase,0.000521612,0,0.000577595,0,0,0,0.000333045,0.000203256,0,0.00237683,0,0,0.00143233,0.00156882,0.00125336,0.000308369,0.000345185,0.000280235,0.00062238,0.00070954
2.3.1.30:Serine O-acetyltransferase,0.00278867,0.00202171,0.000495872,0.00279838,0.00395522,0.00342828,0.004868491,0.00278232,0.000905813,0.00174081,0.00067329,0.00356232,0.00179165,0.000803603,0.00378017,0.00288237,0,0.00112738,0.00260752,0.00160847
2.3.1.31:Homoserine O-acetyltransferase,0.00111384,0.000261998,0,0.000721373,0.0012575,0.00134635,0.000301499,0.000474152,0.00111073,0.00151452,0,0.00176408,0.000827526,0.00115241,0.00203577,0.000644479,0.000618534,0.000244843,0.000568137,0.000880537
2.3.1.39:[Acyl-carrier-protein] S-malonyltransferase,0.0024167,0.00309416,0.00411248,0.00279287,0.00148162,0.00304657,0.00242243,0.00227741,0.00201555,0.003331949,0.000641337,0.00250833,0.00235813,0.003515859,0,0.00193556,0.00244215,0.00171933,0.00234247,0.00166371
2.3.1.51:1-acylglycerol-3-phosphate O-acyltransferase,0.000368862,0.000743158,0,0,0.000565389,0,0.00124171,0,0.000905266,0.000961882,0.00104973,0.00150946,0,0,0.00206619,0.000531913,0,0.000383443,0,0.000202688
2.3.1.54:Formate C-acetyltransferase,2.41E-05,0.000265579,0.000108793,4.72E-05,0.000375642,0.000495298,0.000540213,0.000441997,3.87E-05,0.000348118,0.000211377,0.000991211,0,0.000777129,0.001148,0.00073803,7.79E-05,0.000344452,0.000362298,0.000134429
2.3.1.79:Maltose O-acetyltransferase,0.000163967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3.1.8:Phosphate acetyltransferase,0.000649583,0.000854251,0.000809521,0.00123124,0.000556265,0.000667378,0.000632043,0.000441132,0.000898306,0.000497895,0.00165725,0.000522236,0.00087899,0,0,0.000734653,0.000991247,0.0010867,0.00105446,0.000993465
2.3.1.89:Tetrahydrodipicolinate N-acetyltransferase,0.000736638,0.000429869,0.00273555,0,0.000487572,0.000619129,0,0.00140119,0.000553178,0.000275291,0.000850186,0,0.00118126,0,0,0,0.00150169,0.00136234,0.000495065,0.00125908
2.3.1.9:Acetyl-CoA C-acetyltransferase,0.000474677,0,0,0,0,0.000363974,0.000600926,0.00019087,0.000468886,0.000289779,0.000768003,0,0.000585344,0,0,0.000796477,0.00159589,0.000588834,0.000596688,0.000327172
2.3.1.n2:Transferred entry 2.3.1.274,0.000207468,0.000882091,0.00111479,0.000692279,0.000469889,0,0.000543151,0.00181764,0,0.00205694,0.00164554,0.00239712,0.000930932,0.000507126,0.00169526,0.00103207,0.00101622,0.000956247,0.00137878,0.000996535
2.3.1.n3:Transferred entry 2.3.1.275,0.000784349,0.00066365,0,0.000501808,0.00118578,0.000459439,0.000449811,0.00179624,0.000231579,0.000931532,0.000870602,0.00174734,0.000731035,0,0,0,0.000655308,0.00109029,0.00116553,0.000534298
2.3.2.3:Lysyltransferase,0.00150888,0.000815842,0.00114187,0.00120608,0.00105539,0,0,0.00303068,0.000340333,0.00123814,0.000776471,0,0.00151644,0.00071431,0,0.000524035,0.00295121,0.00314426,0.00129449,0.00068695
2.3.3.10:Hydroxymethylglutaryl-CoA synthase,0.000180305,0.000180419,0,0,0,0,0,0.000401906,0.000700598,0.000542458,0.000630241,0,0.00052665,0,0,0.000780789,0.00103332,0.00152015,0,0.000529822
2.3.3.13:2-isopropylmalate synthase,0.00192147,0.00269769,0.00254167,0.00263154,0.00388558,0.00227165,0.00287219,0.00101161,0.0017395,0.00236022,0.00200877,0.00184433,0.00130115,0.004020829,0.000895144,0.00187684,0.00177418,0.00342397,0.002928189,0.0027182
2.4.1.1:Glycogen phosphorylase,0.00092762,0.00172423,0,0.000609509,0.004010919,0,0.003090651,0.00220328,0.00157848,0.006181259,0.00299653,0.00571155,0.00168006,0.00191754,0.00533511,0.0026325,0.0011039,0.00119876,0.00251745,0.003136659
2.4.1.129:Peptidoglycan glycosyltransferase,0.00175419,0.00235166,0.00115739,0.00190528,0.001623,0.00370429,0.000632418,0.00151157,0.00183723,0.00112432,0.00259305,0,0.00200541,0.00275085,0,0.00113289,0.000730427,0.00117398,0.00187796,0.000132256
"2.4.1.18:1,4-alpha-glucan branching enzyme",0.00212806,0.00375704,0.00321354,0.005740579,0.00403267,0.003924889,0.00164219,0.00378135,0.00251512,0.004137919,0.00217177,0.00543943,0.00385659,0.007084989,0.00213312,0.00263217,0.00346618,0.0036307,0.00282805,0.003576779
2.4.1.182:Lipid-A-disaccharide synthase,0.00299532,0.00125618,0.00167285,0.0027029,0.00220915,0.00221451,0.00251146,0.00214293,0.00306931,0.00257901,0.000414195,0.00152879,0.00192984,0.000999009,0,0.00194586,0.00301094,0.00135375,0.000960683,0.00201707
2.4.1.187:mannosaminyltransferase,0.000293425,0.000494743,0.000781226,0,0.000561443,0,0,0.00190132,0.000199785,0,0.000408662,0.000799279,0.00123202,0.000602353,0,0.000271091,0.000781738,0.000534109,0,0.000403911
2.4.1.21:Starch synthase,0.000506769,0.00136928,0,0,0.00270645,0.000344361,0.00197623,0.000404853,0.00195973,0.00311336,0.00189877,0.00449408,0.000283692,0.002849259,0.00355709,0.00145364,0,0.00118126,0.00499441,0.000694966
2.4.1.227:acetylglucosaminyltransferase,0.0014738,0.00192806,0.000923012,0.00171169,0.00102985,0.00155053,0.000882645,0.00272759,0.00190685,0.00143943,0.00075148,0.0014013,0.00184751,0.002726389,0.00123467,0.00164742,0.00210356,0.00180552,0.00242752,0.002630649
2.4.1.25:4-alpha-glucanotransferase,0.000283559,0.000413417,0.000599613,0,0.000467854,0,0.000648668,0,0,0.00134237,0.00129201,0.00149554,0,0.000760018,0.00114873,0,0,0,0,0.000229826
2.4.1.329:Sucrose 6(F)-phosphate phosphorylase,0.000393644,0,0,0,0,0,0,0,0.000299242,0.000480296,0.000876435,0.000703664,0,0,0,0,0,0,0,0
2.4.1.52:Poly(glycerol-phosphate) alpha-glucosyltransferase,0.00068821,0.000471854,0,0,0.000839084,0.0012667,0,0.000302282,0.000378842,0,0.00211889,0.000518699,0.000542149,0,0,0.000691347,0.000465655,0.000851732,0,0.000323144
2.4.1.7:Sucrose phosphorylase,0.000468195,0,0.000356424,0,0,0.000440362,0,0.000364944,0.000522286,0,0,0,0.000370844,0,0,0,0.000435396,0,0,0.000271912
2.4.1.9:Inulosucrase,0.000194282,0.000208572,0,0,0.000280498,0,0,0.000180551,0.000193153,0,0.000379463,0,0.000426749,0,0,0.000300508,0.000529619,0,0,0.000216588
2.4.2.1:Purine-nucleoside phosphorylase,0.00174685,0.00137588,0,0.000554473,0.0015732,0,0.003337961,0.00100906,0,0.00140702,0.002369,0.00230948,0.00158063,0,0.00234352,0.00108858,0.000919567,0.00297095,0.00073621,0.00122884
2.4.2.10:Orotate phosphoribosyltransferase,0.004766921,0.00300895,0.00308874,0.00228713,0.0043765,0.006105119,0.000772786,0.00331326,0.00582489,0.0042717,0.00438386,0.00452326,0.0035267,0.004190759,0.00628884,0.003994379,0.00144294,0.00340124,0.004513439,0.00270468
2.4.2.14:Amidophosphoribosyltransferase,0.000635255,0.000809539,0.00153949,0.000366778,0.00326094,0.000911383,0.00229519,0.00073459,0.00135489,0.00277159,0.00343928,0.00395762,0.000573814,0.000705593,0.006033971,0.00208239,0.000484994,0.00152797,0.00314303,0.00172407
2.4.2.17:ATP phosphoribosyltransferase,0.00196332,0.0011924,0.00120214,0,0.000700818,0.00136811,0.002937851,0.000760415,0.00159537,0.00201453,0.00245115,0.00318699,0.000989914,0.00156356,0.00130163,0.00171694,0,0.00122961,0.0021626,0.000970475
2.4.2.21:Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,0.000892747,0.000346885,0.00141225,0.00189804,0.000591457,0.00104629,0,0.000491836,0.00079272,0.000367874,0,0,0.000662211,0.000583247,0,0.00100928,0.000855582,0.000740649,0.000747009,0.000459344
2.4.2.22:Xanthine phosphoribosyltransferase,0.000869379,0.000451667,0,0.000940903,0.000482269,0,0,0.00154538,0,0,0.00123128,0.00115017,0.00106449,0.00140246,0,0,0.00172851,0.0014528,0.00183456,0.000231221
2.4.2.29:tRNA-guanine(34) transglycosylase,0.0016427,0.00344025,0.000642706,0.00465189,0.00471466,0.004051439,0.003276081,0.00181979,0.00317473,0.003348239,0.00220428,0.00344416,0.00403366,0.005936499,0.0029283,0.00376357,0.00463442,0.00249193,0.00330979,0.004090069
2.4.2.6:Nucleoside deoxyribosyltransferase,0.000787055,0.00081193,0,0,0,0.000346435,0.000326837,0.000811716,0.00126008,0.00044719,0.00216032,0.0012152,0.00129668,0.000407619,0,0.000311461,0.000761745,0,0,0.000432225
2.4.2.7:Adenine phosphoribosyltransferase,0.00152774,0.00132607,0.00591815,0.003731729,0.00109726,0.00219323,0.003051311,0.00261925,0.00283004,0.001912,0.00127864,0.000585981,0.00172728,0.002948959,0.00364242,0.00228891,0.00276593,0.00122332,0.0016969,0.00205947
2.4.2.8:Hypoxanthine phosphoribosyltransferase,0.0020443,0.00340526,0.00197673,0.00114619,0.00290346,0.00376736,0.006210841,0.00188417,0.00213929,0.00397602,0.00298274,0.00567505,0.00312799,0.005187669,0.006921471,0.00247172,0.00198404,0.0027626,0.005164649,0.00205798
2.4.2.9:Uracil phosphoribosyltransferase,0.00204585,0.00102312,0.00181897,0.00088137,0.00184623,0.00196505,0.00067663,0.00350402,0.00309931,0.00207859,0.00188204,0.000665913,0.00330691,0.00126705,0.00244781,0.00137325,0.00197282,0.00284377,0.00230429,0.00151128
2.4.99.17:S-adenosylmethionine:tRNA ribosyltransferase-isomerase,0.00281641,0.0022683,0.00115832,0.00247406,0.00366138,0.00163714,0.00169691,0.004077939,0.00178497,0.00235336,0.000336308,0.00186937,0.0031216,0.00140857,0.000643518,0.00179042,0.00210215,0.00138938,0.000836119,0.004044149
2.5.1.1:Dimethylallyltranstransferase,0.0003133,0,0.000522154,0,0.000471427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.5.1.10:(2E,6E)-farnesyl diphosphate synthase",0.000488731,0,0.000522154,0,0.000471427,0,0,0,0.000506827,0,0.000454861,0.000763007,0.00024018,0,0,0,0.000562617,0,0,0.000382434
2.5.1.145:Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,0.000405488,0,0.00068504,0,0.000332145,0.000621545,0,0.0003836,0.000412607,0,0.000417123,0,0,0,0,0,0,0,0,0.000357074
2.5.1.15:Dihydropteroate synthase,0.000424832,0,0.000480558,0,0.00085547,0.000977365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5.1.19:3-phosphoshikimate 1-carboxyvinyltransferase,0.00234088,0.00195433,0,0.00187518,0.00134846,0.00239011,0.00131192,0.00110183,0.00209335,0.00137281,0.000855758,0.00214762,0.00150514,0.0020822,0.00151621,0.00211229,0.00146672,0.00163674,0.00173414,0.00120984
2.5.1.29:Geranylgeranyl diphosphate synthase,0.0003133,0,0.000522154,0,0.000471427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5.1.3:Thiamine phosphate synthase,0.00142204,0.000552814,0.00149683,0.0013902,0.000918079,0.00346699,0.000918303,0.000843298,0.000964992,0.000385022,0.00120843,0.00122997,0.00079303,0.00123679,0,0,0.000542847,0.00150522,0.000574029,0.000908883
2.5.1.30:Heptaprenyl diphosphate synthase,0.000491527,0,0,0,0.000386105,0,0,0,0,0,0.000770077,0,0.000570541,0,0,0.000466936,0.000992816,0.000369229,0,0.000347189
2.5.1.47:Cysteine synthase,0.000855254,0.000584415,0.000613348,0.000854629,0.000659648,0,0.000813527,0.00211964,0.000501086,0,0.00276546,0.00171273,0.000912124,0.000657198,0.00124114,0.000908967,0.000439481,0.0006638,0.000742111,0.00112374
2.5.1.48:Cystathionine gamma-synthase,0.000599117,0.000393391,0.00104844,0.000886864,0,0.000205583,0,0.00130699,0.000221133,0.000202117,9.55E-05,0,0.000890508,0.000827975,0,0.00123783,0.00077875,0.000769015,0,0.00115723
2.5.1.49:O-acetylhomoserine aminocarboxypropyltransferase,0.00024007,0.00097059,0.00302652,0.000460428,0,0.00189512,0.00092029,0.000641336,0.000732053,0,0.00104155,0.00101221,0.00116684,0.0016102,0.00101138,0.00123783,0.000365314,0.00109052,0.00256909,0.00200957
2.5.1.54:3-deoxy-7-phosphoheptulonate synthase,0.000322007,0.00144895,0.000547592,0,0.00204162,0,0.00113584,0.000191046,0.00112487,0.00118003,0.00171229,0.00191476,0.000365765,0.00125931,0,0.00117917,0,0.000432887,0.00232613,0
2.5.1.55:3-deoxy-8-phosphooctulonate synthase,0.00194678,0.00112161,0.00136145,0.00136258,0.00091295,0.00165422,0.00229653,0,0.000845118,0.000683882,0.000394963,0.000770639,0.00101515,0.00116446,0.00113622,0.00113744,0.00173777,0,0.000578944,0.00177249
2.5.1.6:Methionine adenosyltransferase,0.00359132,0.00381098,0.00165793,0.00220087,0.00235659,0.00317075,0.003156531,0.0023313,0.00345279,0.00339184,0.00406094,0.00319857,0.00383908,0.002678039,0.00132421,0.00311452,0.00420501,0.00370009,0.00592787,0.003929139
2.5.1.7:UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.00306435,0.00338892,0.00164038,0.000411566,0.00293317,0.00124798,0.004550841,0.00321829,0.00216126,0.00482149,0.00398386,0.00705274,0.00275728,0.00192879,0.0055199,0.00156421,0.002572621,0.00356937,0.00244386,0.002381759
2.5.1.72:Quinolinate synthase,0.004243311,0.00354686,0.00354906,0.007207159,0.00184541,0.002664129,0.003742451,0.004153369,0.00323356,0.00304705,0.00174719,0.00163555,0.0034745,0.003874579,0.00133039,0.00255731,0.00282679,0.0023906,0.004184339,0.0022433
2.5.1.75:tRNA dimethylallyltransferase,0.00347008,0.00220644,0.00182391,0.00282399,0.00191348,0.00273448,0.00280941,0.00215353,0.00346046,0.00206582,0.00201007,0.000474112,0.0022385,0.00177536,0.000648109,0.00282511,0.00367729,0.00118988,0.00120818,0.003263929
"2.5.1.78:6,7-dimethyl-8-ribityllumazine synthase",0.00293793,0.00119257,0.000993623,0.0022477,0.00151094,0.004011469,0.00242971,0.00104685,0.0025911,0.00141374,0.00097647,0.00202893,0.00143669,0.00153921,0.0022741,0.00131008,0.00193485,0.000873737,0.00305325,0.002277439
2.6.1.1:Aspartate transaminase,0.000538972,0.0012968,0.00126208,0.00151409,0.00073986,0.00116796,0.000577692,0.000669678,0.00106803,0,0.000486326,0,0.000821559,0.00135469,0,0.00206535,0.000858281,0.00094954,0,0.0014676
2.6.1.16:Glutamine--fructose-6-phosphate transaminase (isomerizing),0.00238679,0.00145387,0.00224906,0.00189719,0.00160609,0.00168177,0.00062793,0.00242164,0.001623,0.000407746,0.00205288,0.000820616,0.00224939,0.000870263,0.00160642,0.000969533,0.00260491,0.00155413,0,0.002535649
2.6.1.19:4-aminobutyrate--2-oxoglutarate transaminase,0.000412959,0.000582184,0.00132618,0.000363763,0,0,0.0003057,0.00149001,0,0.000458563,0.000561068,0,0.000815722,0.000439642,0,0,0.000834602,0.000411866,0.000442695,0.00082209
2.6.1.37:2-aminoethylphosphonate--pyruvate transaminase,0.000339106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6.1.52:Phosphoserine transaminase,0.00268895,0.0023274,0.00171639,0.00216386,0.00169639,0.00223788,0.004344711,0.00319809,0.00246571,0.00333174,0.00218952,0.00151441,0.00219132,0,0.00310016,0.00212347,0.00203003,0.001069,0.00138849,0.00196748
2.6.1.83:LL-diaminopimelate aminotransferase,0.00160197,0.00237473,0.00144823,0.00148954,0.00137679,0.00157651,0.00160525,0.00189197,0.00147789,0.00215885,0.00237074,0.00196697,0.00193385,0.00166832,0.00283308,0.00252815,0.00175284,0.00149022,0.00237082,0.00173416
2.6.1.9:Histidinol-phosphate transaminase,0.00167913,0.00116501,0,0.0012073,0.00136065,0.000904529,0.002889071,0.000828876,0.00129912,0.00195278,0.00139888,0.00160897,0.00114304,0.00177452,0.00293852,0.00106922,0.000852599,0.000839247,0.00132243,0.0018133
2.6.99.2:Pyridoxine 5'-phosphate synthase,0.00213732,0.000729206,0.00176895,0.00171551,0.00097023,0.00195995,0.000393791,0.00061649,0.0014546,0.00127645,0,0,0.00147279,0.000615166,0,0.00158761,0.00240527,0.00143457,0,0.0010467
2.7.1.11:6-phosphofructokinase,0.004977221,0.00854674,0.00771403,0.010027899,0.011486799,0.005322569,0.010291902,0.00630345,0.00738829,0.012581399,0.00678311,0.008799059,0.00567509,0.009372978,0.00761997,0.007412469,0.008080921,0.00698605,0.010046098,0.004419109
2.7.1.113:Deoxyguanosine kinase,0.0004118,0.000634956,0.000859743,0,0.000824668,0,0,0.000416706,0.00182803,0.000964906,0.000596032,0.00066747,0.000628196,0,0,0.0014887,0.00123058,0.00100963,0,0.000776631
2.7.1.12:Gluconokinase,0.000406641,0.000230438,0,0,0,0,0,0.000352301,0,0,0.000441808,0,0,0,0,0,0,0,0,0
2.7.1.130:Tetraacyldisaccharide 4'-kinase,0.00127859,0.00131987,0.00216578,0.00111599,0.000462215,0.0022704,0.00122771,0.000965956,0.00118899,0.000913512,0,0.000496869,0.00107964,0.00110009,0,0.00221756,0.00136802,0.00104083,0.000654761,0.000838566
2.7.1.144:Tagatose-6-phosphate kinase,0.00113576,0.00100271,0.00135984,0.00130857,0.00234373,0.000477019,0,0.00213308,0.00215235,0.0018871,0.00287251,0.000405717,0.00138411,0.000387203,0,0.00123709,0.00146049,0.00283705,0.00102474,0.000922777
2.7.1.148:4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.00151002,0.00239989,0.00209557,0.00213301,0.00150746,0.0017805,0.00159413,0.00263142,0.00180219,0.00233502,0.0022571,0.000855391,0.00202735,0.00121254,0,0.00107135,0.00151779,0.000712132,0.002668889,0.00225975
2.7.1.15:Ribokinase,0.00187335,0.000229123,0.00223038,0.00038669,0.00110676,0,0.000356,0.00331311,0,0,0.00108894,0.000961394,0.00207677,0.000473299,0,0,0.00224628,0.00114028,0.000485453,0.0011657
2.7.1.156:Adenosylcobinamide kinase,0.00030468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264505,0,0,0,0
2.7.1.16:Ribulokinase,0.00031584,0.000706099,0,0,0.000343596,0,0,0.00042913,0.000289213,0,0.0010854,0,0.000453718,0,0,0.000386219,0.000475974,0.0005025,0,0
2.7.1.17:Xylulokinase,0.000261246,0.000519755,0,0,0.00104309,0,0.00225026,0,0.000954439,0.00131384,0.00176951,0.00161152,0,0.000865626,0.00216949,0.000306297,0,0,0.00148709,0
2.7.1.180:FAD:protein FMN transferase,0.00256572,0.00145548,0.00283615,0.00171058,0.00166652,0.0025081,0.00106106,0.00335253,0.00221886,0.00137306,0.00123343,0.00205468,0.00351397,0.003296229,0.000904803,0.00255926,0.00281324,0.00137482,0.000578847,0.002920999
2.7.1.2:Glucokinase,0.000403817,0,0,0,0.000420127,0,0,0,0.00025007,0,0.000760661,0.000453044,0.000389091,0,0,0,0,0.000576083,0.000352368,0.00039497
2.7.1.21:Thymidine kinase,0.0029897,0.00331618,0.00143333,0.0026589,0.00279795,0.003839189,0.000602973,0.00171719,0.00278398,0.000853022,0.00124073,0.00164015,0.00206216,0.00286584,0.00127029,0.00327628,0.005255661,0.00408333,0.00278958,0.003255269
2.7.1.23:NAD(+) kinase,0.00183679,0.00157193,0,0.00291994,0.00229462,0.002455879,0.000877196,0.003049419,0.00290337,0.00232686,0.00264491,0.000999492,0.00339988,0.0011734,0,0.00057205,0.00180523,0.0025997,0.00280113,0.00263186
2.7.1.24:Dephospho-CoA kinase,0.0031958,0.00196114,0,0.00358406,0.00432015,0.00225568,0.000647421,0.0025794,0.00164109,0.00172487,0.00184859,0.00209418,0.00155284,0.00246778,0.00155469,0.00179957,0.00218687,0.00321549,0.000478151,0.00250203
2.7.1.26:Riboflavin kinase,0.00273087,0.00198951,0,0.00228799,0.00180026,0.00262377,0.00182317,0.00200673,0.00200497,0.00198906,0.000959414,0.00136615,0.00131588,0.00137782,0.00123273,0.00291121,0.00242592,0.00268968,0.00114867,0.00144216
2.7.1.30:Glycerol kinase,0.000993182,0.00147321,0.0010939,0.000298014,0.000491192,0.00056781,0.002573621,0.00191888,0.000539322,0.00275334,0.00278829,0.00114854,0.000594312,0.00125187,0.0019712,0.00102598,0,0.00122068,0.00202659,0.000479327
2.7.1.31:Glycerate 3-kinase,0.000260034,0,0,0,0,0,0,0,0,0,0.000594266,0,0.000207031,0,0,0,0,0,0,0
2.7.1.33:Pantothenate kinase,0.00150848,0.00190148,0.00150224,0.00134253,0.00350393,0.00138708,0.00153679,0.00107904,0.00139317,0.0010934,0.00170731,0.00258529,0.000989874,0.00125205,0.00240362,0.00256709,0.00101705,0.000625234,0.00326374,0.00170555
2.7.1.35:Pyridoxal kinase,0.00103819,0.00160731,0.000688713,0.000576519,0.00192713,0,0.00057444,0.00288472,0.000694554,0.00133453,0.00114782,0.00126796,0.00122351,0.000857079,0.00103009,0,0.00148795,0.000684494,0.00157735,0.000358444
2.7.1.36:Mevalonate kinase,0.000475811,0,0,0,0.000519532,0,0,0,0.000742799,0,0.000538536,0,0.000152276,0,0,0,0,0.000481372,0,0.000361212
